GlaThiDa_ID,SURVEY_FREQUENCY,SURVEY_METHOD,MAXIMUM_THICKNESS
4768,195,GPRa,NaN
4769,195,GPRa,NaN
4770,195,GPRa,NaN
4771,195,GPRa,113
4772,195,GPRa,NaN
4773,195,GPRa,NaN
4774,195,GPRa,NaN
4775,195,GPRa,383
4776,195,GPRa,NaN
4777,195,GPRa,NaN
4778,195,GPRa,540
4779,195,GPRa,569
4780,195,GPRa,654
4781,195,GPRa,470
4782,195,GPRa,470
4783,195,GPRa,530
4784,195,GPRa,NaN
4785,195,GPRa,296
4786,195,GPRa,NaN
4787,195,GPRa,617
4788,195,GPRa,581
4789,195,GPRa,104
4790,195,GPRa,287
4791,195,GPRa,113
4792,195,GPRa,NaN
4793,195,GPRa,163
4794,195,GPRa,NaN
4795,195,GPRa,NaN
4796,195,GPRa,173
4797,195,GPRa,NaN
4798,195,GPRa,NaN
4799,195,GPRa,NaN
4800,195,GPRa,NaN
4801,195,GPRa,NaN
4802,195,GPRa,NaN
4803,195,GPRa,NaN
4804,195,GPRa,142
4805,195,GPRa,315
4806,195,GPRa,NaN
4807,195,GPRa,NaN
4808,195,GPRa,NaN
4809,195,GPRa,108
4810,195,GPRa,158
4811,195,GPRa,82
4812,195,GPRa,86
4813,195,GPRa,NaN
4814,195,GPRa,345
4815,195,GPRa,184
4816,195,GPRa,NaN
4817,195,GPRa,62
4818,195,GPRa,262
4819,195,GPRa,238
4820,195,GPRa,149
4821,195,GPRa,71
4822,195,GPRa,153
4823,195,GPRa,152
4824,195,GPRa,238
4825,195,GPRa,195
4826,195,GPRa,136
4827,195,GPRa,NaN
4828,195,GPRa,NaN
4829,195,GPRa,NaN
4830,195,GPRa,NaN
4831,195,GPRa,NaN
4832,195,GPRa,38
4833,195,GPRa,86
4834,195,GPRa,36
4835,195,GPRa,81
4836,195,GPRa,240
4837,195,GPRa,42
4838,195,GPRa,NaN
4839,195,GPRa,78
4840,195,GPRa,NaN
4841,195,GPRa,NaN
4842,195,GPRa,NaN
4843,195,GPRa,295
4844,195,GPRa,334
4845,195,GPRa,307
4846,195,GPRa,170
4847,195,GPRa,20
4848,195,GPRa,NaN
4849,195,GPRa,170
4850,195,GPRa,NaN
4851,195,GPRa,154
4852,195,GPRa,374
4853,195,GPRa,305
4854,195,GPRa,93
4855,195,GPRa,408
4856,195,GPRa,413
4857,195,GPRa,537
4858,195,GPRa,NaN
4859,195,GPRa,NaN
4860,195,GPRa,362
4861,195,GPRa,336
4862,195,GPRa,286
4863,195,GPRa,10
4864,195,GPRa,6
4865,195,GPRa,441
4866,195,GPRa,1164
4867,195,GPRa,1538
4868,195,GPRa,429
4869,195,GPRa,579
4870,195,GPRa,1118
4871,195,GPRa,9
4872,195,GPRa,768
4873,195,GPRa,NaN
4874,195,GPRa,365
4875,195,GPRa,422
4876,195,GPRa,526
4877,195,GPRa,520
4878,195,GPRa,262
4879,195,GPRa,350
4880,195,GPRa,362
4881,195,GPRa,296
4882,195,GPRa,571
4883,195,GPRa,445
4884,195,GPRa,806
4885,195,GPRa,880
4886,195,GPRa,358
4887,195,GPRa,510
4888,195,GPRa,259
4889,195,GPRa,506
4890,195,GPRa,463
4891,195,GPRa,324
4892,195,GPRa,553
4893,195,GPRa,564
4894,195,GPRa,597
4895,195,GPRa,412
4896,195,GPRa,538
4897,195,GPRa,292
4898,195,GPRa,414
4899,195,GPRa,451
4900,195,GPRa,314
4901,195,GPRa,NaN
4902,195,GPRa,366
4903,195,GPRa,356
4904,195,GPRa,509
4905,195,GPRa,NaN
4906,195,GPRa,220
4907,195,GPRa,531
4908,195,GPRa,564
4909,195,GPRa,251
4910,195,GPRa,551
4911,195,GPRa,495
4912,195,GPRa,504
4913,195,GPRa,525
4914,195,GPRa,441
4915,195,GPRa,NaN
4916,195,GPRa,NaN
4917,195,GPRa,NaN
4918,195,GPRa,NaN
4919,195,GPRa,NaN
4920,195,GPRa,NaN
4921,195,GPRa,NaN
4922,195,GPRa,NaN
4923,195,GPRa,NaN
4924,195,GPRa,NaN
4925,195,GPRa,NaN
4926,195,GPRa,NaN
4927,195,GPRa,NaN
4928,195,GPRa,NaN
4929,195,GPRa,NaN
4930,195,GPRa,NaN
4931,195,GPRa,NaN
4932,195,GPRa,NaN
4933,195,GPRa,NaN
4934,195,GPRa,NaN
4935,195,GPRa,NaN
4936,195,GPRa,NaN
4937,195,GPRa,NaN
4938,195,GPRa,NaN
4939,195,GPRa,NaN
4940,195,GPRa,NaN
4941,195,GPRa,NaN
4942,195,GPRa,NaN
4943,195,GPRa,NaN
4944,195,GPRa,NaN
4945,195,GPRa,NaN
4946,195,GPRa,NaN
4947,195,GPRa,NaN
4948,195,GPRa,NaN
4949,195,GPRa,NaN
4950,195,GPRa,NaN
4951,195,GPRa,NaN
4952,195,GPRa,NaN
4953,195,GPRa,NaN
4954,195,GPRa,NaN
4955,195,GPRa,NaN
4956,195,GPRa,NaN
4957,195,GPRa,NaN
4958,195,GPRa,NaN
4959,195,GPRa,NaN
4960,195,GPRa,NaN
4961,195,GPRa,NaN
4962,195,GPRa,NaN
4963,195,GPRa,NaN
4964,195,GPRa,NaN
4965,195,GPRa,NaN
4966,195,GPRa,NaN
4967,195,GPRa,NaN
4968,195,GPRa,NaN
4969,195,GPRa,NaN
4970,195,GPRa,NaN
4971,195,GPRa,NaN
4972,195,GPRa,NaN
4973,195,GPRa,NaN
4974,195,GPRa,NaN
4975,195,GPRa,NaN
4976,195,GPRa,NaN
4977,195,GPRa,NaN
4978,195,GPRa,NaN
4979,195,GPRa,NaN
4980,195,GPRa,NaN
4981,195,GPRa,NaN
4982,195,GPRa,NaN
4983,195,GPRa,2046
4984,195,GPRa,713
4985,195,GPRa,663
4986,195,GPRa,211
4987,195,GPRa,981
4988,195,GPRa,903
4989,195,GPRa,99
4990,195,GPRa,148
4991,195,GPRa,860
4992,195,GPRa,476
4993,195,GPRa,631
4994,195,GPRa,468
4995,195,GPRa,598
4996,195,GPRa,648
4997,195,GPRa,913
4998,195,GPRa,215
4999,195,GPRa,345
5000,195,GPRa,617
5001,195,GPRa,503
5002,195,GPRa,NaN
5003,195,GPRa,NaN
5004,195,GPRa,NaN
5005,195,GPRa,52
5006,195,GPRa,NaN
5007,195,GPRa,10
5008,195,GPRa,107
5009,195,GPRa,6
5010,195,GPRa,210
5011,195,GPRa,317
5012,195,GPRa,96
5013,195,GPRa,103
5014,195,GPRa,99
5015,195,GPRa,105
5016,195,GPRa,147
5017,195,GPRa,172
5018,195,GPRa,63
5019,195,GPRa,59
5020,195,GPRa,96
5021,195,GPRa,142
5022,195,GPRa,131
5023,195,GPRa,275
5024,195,GPRa,86
5025,195,GPRa,273
5026,195,GPRa,66
5027,195,GPRa,295
5028,195,GPRa,98
5029,195,GPRa,314
5030,195,GPRa,609
5031,195,GPRa,617
5032,195,GPRa,87
5033,195,GPRa,88
5034,195,GPRa,80
5035,195,GPRa,210
5036,195,GPRa,371
5037,195,GPRa,84
5038,195,GPRa,89
5039,195,GPRa,291
5040,195,GPRa,95
5041,195,GPRa,90
5042,195,GPRa,271
5043,195,GPRa,366
5044,195,GPRa,338
5045,195,GPRa,367
5046,195,GPRa,320
5047,195,GPRa,2
5048,195,GPRa,418
5049,195,GPRa,228
5050,195,GPRa,100
5051,195,GPRa,88
5052,195,GPRa,213
5053,195,GPRa,606
5054,195,GPRa,195
5055,195,GPRa,195
5056,195,GPRa,88
5057,195,GPRa,64
5058,195,GPRa,131
5059,195,GPRa,22
5060,195,GPRa,198
5061,195,GPRa,369
5062,195,GPRa,450
5063,195,GPRa,336
5064,195,GPRa,399
5065,195,GPRa,376
5066,195,GPRa,687
5067,195,GPRa,494
5068,195,GPRa,131
5069,195,GPRa,326
5070,195,GPRa,647
5071,195,GPRa,571
5072,195,GPRa,611
5073,195,GPRa,346
5074,195,GPRa,570
5075,195,GPRa,NaN
5076,195,GPRa,NaN
5077,195,GPRa,NaN
5078,195,GPRa,NaN
5079,195,GPRa,1492
5080,195,GPRa,1309
5081,195,GPRa,1724
5082,195,GPRa,979
5083,195,GPRa,449
5084,195,GPRa,571
5085,195,GPRa,843
5086,195,GPRa,307
5087,195,GPRa,96
5088,195,GPRa,221
5089,195,GPRa,372
5090,195,GPRa,452
5091,195,GPRa,525
5092,195,GPRa,596
5093,195,GPRa,363
5094,195,GPRa,499
5095,195,GPRa,338
5096,195,GPRa,NaN
5097,195,GPRa,NaN
5098,195,GPRa,NaN
5099,195,GPRa,NaN
5100,195,GPRa,84
5101,195,GPRa,63
5102,195,GPRa,128
5103,195,GPRa,71
5104,195,GPRa,NaN
5105,195,GPRa,90
5106,195,GPRa,NaN
5107,195,GPRa,NaN
5108,195,GPRa,NaN
5109,195,GPRa,11
5110,195,GPRa,NaN
5111,195,GPRa,56
5112,195,GPRa,NaN
5113,195,GPRa,426
5114,195,GPRa,673
5115,195,GPRa,669
5116,195,GPRa,448
5117,195,GPRa,435
5118,195,GPRa,534
5119,195,GPRa,409
5120,195,GPRa,NaN
5121,195,GPRa,2
5122,195,GPRa,80
5123,195,GPRa,NaN
5124,195,GPRa,498
5125,195,GPRa,564
5126,195,GPRa,616
5127,195,GPRa,461
5128,195,GPRa,440
5129,195,GPRa,547
5130,195,GPRa,575
5131,195,GPRa,86
5132,195,GPRa,48
5133,195,GPRa,115
5134,195,GPRa,1977
5135,195,GPRa,493
5136,195,GPRa,89
5137,195,GPRa,226
5138,195,GPRa,207
5139,195,GPRa,716
5140,195,GPRa,NaN
5141,195,GPRa,NaN
5142,195,GPRa,126
5143,195,GPRa,NaN
5144,195,GPRa,NaN
5145,195,GPRa,669
5146,195,GPRa,634
5147,195,GPRa,656
5148,195,GPRa,840
5149,195,GPRa,347
5150,195,GPRa,754
5151,195,GPRa,471
5152,195,GPRa,551
5153,195,GPRa,248
5154,195,GPRa,5
5155,195,GPRa,564
5156,195,GPRa,622
5157,195,GPRa,759
5158,195,GPRa,556
5159,195,GPRa,573
5160,195,GPRa,286
5161,195,GPRa,552
5162,195,GPRa,378
5163,195,GPRa,758
5164,195,GPRa,647
5165,195,GPRa,NaN
5166,195,GPRa,64
5167,195,GPRa,NaN
5168,195,GPRa,128
5169,195,GPRa,250
5170,195,GPRa,499
5171,195,GPRa,265
5172,195,GPRa,42
5173,195,GPRa,8
5174,195,GPRa,434
5175,195,GPRa,432
5176,195,GPRa,56
5177,195,GPRa,200
5178,195,GPRa,208
5179,195,GPRa,122
5180,195,GPRa,98
5181,195,GPRa,278
5182,195,GPRa,248
5183,195,GPRa,101
5184,195,GPRa,209
5185,195,GPRa,145
5186,195,GPRa,148
5187,195,GPRa,107
5188,195,GPRa,NaN
5189,195,GPRa,NaN
5190,195,GPRa,NaN
5191,195,GPRa,33
5192,195,GPRa,NaN
5193,195,GPRa,NaN
5194,195,GPRa,2104
5195,195,GPRa,NaN
5196,195,GPRa,NaN
5197,195,GPRa,NaN
5198,195,GPRa,1
5199,195,GPRa,NaN
5200,195,GPRa,1
5201,195,GPRa,4
5202,195,GPRa,NaN
5203,195,GPRa,NaN
5204,195,GPRa,109
5205,195,GPRa,123
5206,195,GPRa,123
5207,195,GPRa,1090
5208,195,GPRa,629
5209,195,GPRa,302
5210,195,GPRa,585
5211,195,GPRa,574
5212,195,GPRa,956
5213,195,GPRa,223
5214,195,GPRa,790
5215,195,GPRa,810
5216,195,GPRa,552
5217,195,GPRa,551
5218,195,GPRa,299
5219,195,GPRa,390
5220,195,GPRa,882
5221,195,GPRa,1069
5222,195,GPRa,463
5223,195,GPRa,333
5224,195,GPRa,589
5225,195,GPRa,536
5226,195,GPRa,351
5227,195,GPRa,312
5228,195,GPRa,278
5229,195,GPRa,NaN
5230,195,GPRa,344
5231,195,GPRa,577
5232,195,GPRa,1140
5233,195,GPRa,844
5234,195,GPRa,427
5235,195,GPRa,455
5236,195,GPRa,411
5237,195,GPRa,418
5238,195,GPRa,350
5239,195,GPRa,423
5240,195,GPRa,450
5241,195,GPRa,470
5242,195,GPRa,390
5243,195,GPRa,328
5244,195,GPRa,288
5245,195,GPRa,491
5246,195,GPRa,571
5247,195,GPRa,576
5248,195,GPRa,697
5249,195,GPRa,NaN
5250,195,GPRa,336
5251,195,GPRa,1063
5252,195,GPRa,359
5253,195,GPRa,582
5254,195,GPRa,374
5255,195,GPRa,518
5256,195,GPRa,317
5257,195,GPRa,NaN
5258,195,GPRa,463
5259,195,GPRa,420
5260,195,GPRa,313
5261,195,GPRa,408
5262,195,GPRa,297
5263,195,GPRa,571
5264,195,GPRa,394
5265,195,GPRa,436
5266,195,GPRa,222
5267,195,GPRa,915
5268,195,GPRa,865
5269,195,GPRa,337
5270,195,GPRa,270
5271,195,GPRa,655
5272,195,GPRa,423
5273,195,GPRa,304
5274,195,GPRa,340
5275,195,GPRa,637
5276,195,GPRa,525
5277,195,GPRa,694
5278,195,GPRa,1092
5279,195,GPRa,395
5280,195,GPRa,667
5281,195,GPRa,484
5282,195,GPRa,617
5283,195,GPRa,418
5284,195,GPRa,528
5285,195,GPRa,479
5286,195,GPRa,285
5287,195,GPRa,398
5288,195,GPRa,606
5289,195,GPRa,601
5290,195,GPRa,560
5291,195,GPRa,440
5292,195,GPRa,573
5293,195,GPRa,1112
5294,195,GPRa,835
5295,195,GPRa,292
5296,195,GPRa,555
5297,195,GPRa,1035
5298,195,GPRa,834
5299,195,GPRa,425
5300,195,GPRa,615
5301,195,GPRa,382
5302,195,GPRa,608
5303,195,GPRa,556
5304,195,GPRa,352
5305,195,GPRa,313
5306,195,GPRa,NaN
5307,195,GPRa,NaN
5308,195,GPRa,NaN
5309,195,GPRa,NaN
5310,195,GPRa,NaN
5311,195,GPRa,79
5312,195,GPRa,54
5313,195,GPRa,NaN
5314,195,GPRa,529
5315,195,GPRa,664
5316,195,GPRa,551
5317,195,GPRa,442
5318,195,GPRa,358
5319,195,GPRa,526
5320,195,GPRa,502
5321,195,GPRa,NaN
5322,195,GPRa,NaN
5323,195,GPRa,176
5324,195,GPRa,248
5325,195,GPRa,245
5326,195,GPRa,414
5327,195,GPRa,135
5328,195,GPRa,418
5329,195,GPRa,561
5330,195,GPRa,471
5331,195,GPRa,58
5332,195,GPRa,676
5333,195,GPRa,870
5334,195,GPRa,867
5335,195,GPRa,641
5336,195,GPRa,546
5337,195,GPRa,495
5338,195,GPRa,850
5339,195,GPRa,169
5340,195,GPRa,NaN
5341,195,GPRa,875
5342,195,GPRa,943
5343,195,GPRa,724
5344,195,GPRa,858
5345,195,GPRa,890
5346,195,GPRa,647
5347,195,GPRa,331
5348,195,GPRa,338
5349,195,GPRa,498
5350,195,GPRa,443
5351,195,GPRa,491
5352,195,GPRa,281
5353,195,GPRa,922
5354,195,GPRa,849
5355,195,GPRa,797
5356,195,GPRa,791
5357,195,GPRa,1031
5358,195,GPRa,743
5359,195,GPRa,923
5360,195,GPRa,447
5361,195,GPRa,441
5362,195,GPRa,105
5363,195,GPRa,NaN
5364,195,GPRa,635
5365,195,GPRa,149
5366,195,GPRa,71
5367,195,GPRa,145
5368,195,GPRa,257
5369,195,GPRa,95
5370,195,GPRa,NaN
5371,195,GPRa,148
5372,195,GPRa,50
5373,195,GPRa,76
5374,195,GPRa,97
5375,195,GPRa,NaN
5376,195,GPRa,NaN
5377,195,GPRa,345
5378,195,GPRa,NaN
5379,195,GPRa,NaN
5380,195,GPRa,NaN
5381,195,GPRa,909
5382,195,GPRa,NaN
5383,195,GPRa,NaN
5384,195,GPRa,812
5385,195,GPRa,136
5386,195,GPRa,NaN
5387,195,GPRa,440
5388,195,GPRa,NaN
5389,195,GPRa,743
5390,195,GPRa,183
5391,195,GPRa,67
5392,195,GPRa,752
5393,195,GPRa,146
5394,195,GPRa,206
5395,195,GPRa,36
5396,195,GPRa,46
5397,195,GPRa,76
5398,195,GPRa,263
5399,195,GPRa,117
5400,195,GPRa,158
5401,195,GPRa,757
5402,195,GPRa,NaN
5403,195,GPRa,321
5404,195,GPRa,141
5405,195,GPRa,169
5406,195,GPRa,771
5407,195,GPRa,NaN
5408,195,GPRa,765
5409,195,GPRa,536
5410,195,GPRa,495
5411,195,GPRa,208
5412,195,GPRa,976
5413,195,GPRa,725
5414,195,GPRa,166
5415,195,GPRa,101
5416,195,GPRa,479
5417,195,GPRa,383
5418,195,GPRa,487
5419,195,GPRa,448
5420,195,GPRa,NaN
5421,195,GPRa,NaN
5422,195,GPRa,NaN
5423,195,GPRa,142
5424,195,GPRa,139
5425,195,GPRa,NaN
5426,195,GPRa,NaN
5427,195,GPRa,NaN
5428,195,GPRa,NaN
5429,195,GPRa,121
5430,195,GPRa,119
5431,195,GPRa,125
5432,195,GPRa,NaN
5433,195,GPRa,NaN
5434,195,GPRa,115
5435,195,GPRa,NaN
5436,195,GPRa,NaN
5437,195,GPRa,62
5438,195,GPRa,63
5439,195,GPRa,227
5440,195,GPRa,89
5441,195,GPRa,425
5442,195,GPRa,437
5443,195,GPRa,343
5444,195,GPRa,715
5445,195,GPRa,822
5446,195,GPRa,900
5447,195,GPRa,461
5448,195,GPRa,383
5449,195,GPRa,855
5450,195,GPRa,940
5451,195,GPRa,487
5452,195,GPRa,422
5453,195,GPRa,467
5454,195,GPRa,464
5455,195,GPRa,581
5456,195,GPRa,467
5457,195,GPRa,474
5458,195,GPRa,526
5459,195,GPRa,494
5460,195,GPRa,127
5461,195,GPRa,NaN
5462,195,GPRa,557
5463,195,GPRa,NaN
5464,195,GPRa,133
5465,195,GPRa,339
5466,195,GPRa,541
5467,195,GPRa,597
5468,195,GPRa,NaN
5469,195,GPRa,NaN
5470,195,GPRa,NaN
5471,195,GPRa,332
5472,195,GPRa,513
5473,195,GPRa,NaN
5474,195,GPRa,NaN
5475,195,GPRa,NaN
5476,195,GPRa,NaN
5477,195,GPRa,339
5478,195,GPRa,776
5479,195,GPRa,613
5480,195,GPRa,779
5481,195,GPRa,678
5482,195,GPRa,909
5483,195,GPRa,670
5484,195,GPRa,695
5485,195,GPRa,521
5486,195,GPRa,821
5487,195,GPRa,276
5488,195,GPRa,729
5489,195,GPRa,341
5490,195,GPRa,48
5491,195,GPRa,197
5492,195,GPRa,218
5493,195,GPRa,14
5494,195,GPRa,405
5495,195,GPRa,335
5496,195,GPRa,968
5497,195,GPRa,214
5498,195,GPRa,1128
5499,195,GPRa,653
5500,195,GPRa,279
5501,195,GPRa,816
5502,195,GPRa,881
5503,195,GPRa,720
5504,195,GPRa,402
5505,195,GPRa,1108
5506,195,GPRa,490
5507,195,GPRa,456
5508,195,GPRa,251
5509,195,GPRa,850
5510,195,GPRa,366
5511,195,GPRa,NaN
5512,195,GPRa,71
5513,195,GPRa,695
5514,195,GPRa,158
5515,195,GPRa,4
5516,195,GPRa,222
5517,195,GPRa,253
5518,195,GPRa,211
5519,195,GPRa,132
5520,195,GPRa,NaN
5521,195,GPRa,110
5522,195,GPRa,138
5523,195,GPRa,68
5524,195,GPRa,68
5525,195,GPRa,118
5526,195,GPRa,NaN
5527,195,GPRa,NaN
5528,195,GPRa,77
5529,195,GPRa,92
5530,195,GPRa,186
5531,195,GPRa,197
5532,195,GPRa,NaN
5533,195,GPRa,208
5534,195,GPRa,155
5535,195,GPRa,585
5536,195,GPRa,585
5537,195,GPRa,206
5538,195,GPRa,310
5539,195,GPRa,346
5540,195,GPRa,509
5541,195,GPRa,276
5542,195,GPRa,42
5543,195,GPRa,NaN
5544,195,GPRa,245
5545,195,GPRa,405
5546,195,GPRa,476
5547,195,GPRa,327
5548,195,GPRa,386
5549,195,GPRa,94
5550,195,GPRa,251
5551,195,GPRa,244
5552,195,GPRa,341
5553,195,GPRa,270
5554,195,GPRa,413
5555,195,GPRa,284
5556,195,GPRa,294
5557,195,GPRa,377
5558,195,GPRa,228
5559,195,GPRa,NaN
5560,195,GPRa,287
5561,195,GPRa,360
5562,195,GPRa,279
5563,195,GPRa,543
5564,195,GPRa,251
5565,195,GPRa,234
5566,195,GPRa,554
5567,195,GPRa,450
5568,195,GPRa,191
5569,195,GPRa,60
5570,195,GPRa,113
5571,195,GPRa,NaN
5572,195,GPRa,NaN
5573,195,GPRa,NaN
5574,195,GPRa,NaN
5575,195,GPRa,NaN
5576,195,GPRa,33
5577,195,GPRa,NaN
5578,195,GPRa,154
5579,195,GPRa,204
5580,195,GPRa,259
5581,195,GPRa,NaN
5582,195,GPRa,NaN
5583,195,GPRa,NaN
5584,195,GPRa,9
5585,195,GPRa,NaN
5586,195,GPRa,NaN
5587,195,GPRa,143
5588,195,GPRa,NaN
5589,195,GPRa,NaN
5590,195,GPRa,403
5591,195,GPRa,234
5592,195,GPRa,583
5593,195,GPRa,681
5594,195,GPRa,648
5595,195,GPRa,448
5596,195,GPRa,470
5597,195,GPRa,467
5598,195,GPRa,NaN
5599,195,GPRa,38
5600,195,GPRa,NaN
5601,195,GPRa,NaN
5602,195,GPRa,NaN
5603,195,GPRa,101
5604,195,GPRa,37
5605,195,GPRa,53
5606,195,GPRa,42
5607,195,GPRa,175
5608,195,GPRa,7
5609,195,GPRa,220
5610,195,GPRa,152
5611,195,GPRa,200
5612,195,GPRa,112
5613,195,GPRa,180
5614,195,GPRa,NaN
5615,195,GPRa,NaN
5616,195,GPRa,293
5617,195,GPRa,115
5618,195,GPRa,62
5619,195,GPRa,149
5620,195,GPRa,NaN
5621,195,GPRa,NaN
5622,195,GPRa,73
5623,195,GPRa,304
5624,195,GPRa,70
5625,195,GPRa,275
5626,195,GPRa,476
5627,195,GPRa,515
5628,195,GPRa,419
5629,195,GPRa,NaN
5630,195,GPRa,NaN
5631,195,GPRa,NaN
5632,195,GPRa,302
5633,195,GPRa,112
5634,195,GPRa,NaN
5635,195,GPRa,79
5636,195,GPRa,571
5637,195,GPRa,301
5638,195,GPRa,539
5639,195,GPRa,324
5640,195,GPRa,NaN
5641,195,GPRa,68
5642,195,GPRa,118
5643,195,GPRa,NaN
5644,195,GPRa,NaN
5645,195,GPRa,NaN
5646,195,GPRa,NaN
5647,195,GPRa,110
5648,195,GPRa,NaN
5649,195,GPRa,667
5650,195,GPRa,639
5651,195,GPRa,467
5652,195,GPRa,436
5653,195,GPRa,584
5654,195,GPRa,NaN
5655,195,GPRa,NaN
5656,195,GPRa,NaN
5657,195,GPRa,NaN
5658,195,GPRa,NaN
5659,195,GPRa,285
5660,195,GPRa,318
5661,195,GPRa,NaN
5662,195,GPRa,388
5663,195,GPRa,NaN
5664,195,GPRa,NaN
5665,195,GPRa,276
5666,195,GPRa,50
5667,195,GPRa,NaN
5668,195,GPRa,NaN
5669,195,GPRa,117
5670,195,GPRa,1290
5671,195,GPRa,23
5672,195,GPRa,828
5673,195,GPRa,64
5674,195,GPRa,123
5675,195,GPRa,86
5676,195,GPRa,82
5677,195,GPRa,746
5678,195,GPRa,1777
5679,195,GPRa,NaN
5680,195,GPRa,1045
5681,195,GPRa,113
5682,195,GPRa,1672
5683,195,GPRa,777
5684,195,GPRa,NaN
5685,195,GPRa,1
5686,195,GPRa,142
5687,195,GPRa,96
5688,195,GPRa,593
5689,195,GPRa,594
5690,195,GPRa,769
5691,195,GPRa,NaN
5692,195,GPRa,NaN
5693,195,GPRa,NaN
5694,195,GPRa,NaN
5695,195,GPRa,NaN
5696,195,GPRa,NaN
5697,195,GPRa,NaN
5698,195,GPRa,NaN
5699,195,GPRa,NaN
5700,195,GPRa,NaN
5701,195,GPRa,NaN
5702,195,GPRa,135
5703,195,GPRa,114
5704,195,GPRa,54
5705,195,GPRa,55
5706,195,GPRa,NaN
5707,195,GPRa,NaN
5708,195,GPRa,124
5709,195,GPRa,NaN
5710,195,GPRa,174
5711,195,GPRa,79
5712,195,GPRa,NaN
5713,195,GPRa,77
5714,195,GPRa,NaN
5715,195,GPRa,655
5716,195,GPRa,628
5717,195,GPRa,639
5718,195,GPRa,841
5719,195,GPRa,338
5720,195,GPRa,1008
5721,195,GPRa,497
5722,195,GPRa,546
5723,195,GPRa,179
5724,195,GPRa,250
5725,195,GPRa,563
5726,195,GPRa,614
5727,195,GPRa,NaN
5728,195,GPRa,NaN
5729,195,GPRa,NaN
5730,195,GPRa,NaN
5731,195,GPRa,NaN
5732,195,GPRa,NaN
5733,195,GPRa,NaN
5734,195,GPRa,NaN
5735,195,GPRa,515
5736,195,GPRa,602
5737,195,GPRa,599
5738,195,GPRa,447
5739,195,GPRa,116
5740,195,GPRa,155
5741,195,GPRa,121
5742,195,GPRa,28
5743,195,GPRa,NaN
5744,195,GPRa,NaN
5745,195,GPRa,NaN
5746,195,GPRa,175
5747,195,GPRa,256
5748,195,GPRa,189
5749,195,GPRa,23
5750,195,GPRa,193
5751,195,GPRa,236
5752,195,GPRa,NaN
5753,195,GPRa,NaN
5754,195,GPRa,101
5755,195,GPRa,244
5756,195,GPRa,242
5757,195,GPRa,NaN
5758,195,GPRa,146
5759,195,GPRa,NaN
5760,195,GPRa,NaN
5761,195,GPRa,NaN
5762,195,GPRa,NaN
5763,195,GPRa,118
5764,195,GPRa,NaN
5765,195,GPRa,NaN
5766,195,GPRa,NaN
5767,195,GPRa,NaN
5768,195,GPRa,NaN
5769,195,GPRa,NaN
5770,195,GPRa,121
5771,195,GPRa,NaN
5772,195,GPRa,NaN
5773,195,GPRa,NaN
5774,195,GPRa,95
5775,195,GPRa,88
5776,195,GPRa,95
5777,195,GPRa,NaN
5778,195,GPRa,NaN
5779,195,GPRa,27
5780,195,GPRa,20
5781,195,GPRa,59
5782,195,GPRa,172
5783,195,GPRa,155
5784,195,GPRa,NaN
5785,195,GPRa,NaN
5786,195,GPRa,127
5787,195,GPRa,NaN
5788,195,GPRa,NaN
5789,195,GPRa,NaN
5790,195,GPRa,65
5791,195,GPRa,NaN
5792,195,GPRa,48
5793,195,GPRa,165
5794,195,GPRa,NaN
5795,195,GPRa,NaN
5796,195,GPRa,31
5797,195,GPRa,NaN
5798,195,GPRa,NaN
5799,195,GPRa,NaN
5800,195,GPRa,NaN
5801,195,GPRa,93
5802,195,GPRa,141
5803,195,GPRa,132
5804,195,GPRa,267
5805,195,GPRa,82
5806,195,GPRa,255
5807,195,GPRa,NaN
5808,195,GPRa,55
5809,195,GPRa,NaN
5810,195,GPRa,NaN
5811,195,GPRa,NaN
5812,195,GPRa,NaN
5813,195,GPRa,180
5814,195,GPRa,27
5815,195,GPRa,50
5816,195,GPRa,16
5817,195,GPRa,NaN
5818,195,GPRa,NaN
5819,195,GPRa,294
5820,195,GPRa,NaN
5821,195,GPRa,NaN
5822,195,GPRa,106
5823,195,GPRa,NaN
5824,195,GPRa,310
5825,195,GPRa,672
5826,195,GPRa,144
5827,195,GPRa,870
5828,195,GPRa,NaN
5829,195,GPRa,121
5830,195,GPRa,48
5831,195,GPRa,89
5832,195,GPRa,84
5833,195,GPRa,101
5834,195,GPRa,211
5835,195,GPRa,386
5836,195,GPRa,79
5837,195,GPRa,88
5838,195,GPRa,61
5839,195,GPRa,52
5840,195,GPRa,352
5841,195,GPRa,301
5842,195,GPRa,96
5843,195,GPRa,100
5844,195,GPRa,195
5845,195,GPRa,262
5846,195,GPRa,104
5847,195,GPRa,166
5848,195,GPRa,366
5849,195,GPRa,396
5850,195,GPRa,368
5851,195,GPRa,329
5852,195,GPRa,113
5853,195,GPRa,144
5854,195,GPRa,419
5855,195,GPRa,84
5856,195,GPRa,222
5857,195,GPRa,NaN
5858,195,GPRa,NaN
5859,195,GPRa,104
5860,195,GPRa,93
5861,195,GPRa,267
5862,195,GPRa,625
5863,195,GPRa,104
5864,195,GPRa,195
5865,195,GPRa,191
5866,195,GPRa,146
5867,195,GPRa,321
5868,195,GPRa,43
5869,195,GPRa,158
5870,195,GPRa,NaN
5871,195,GPRa,38
5872,195,GPRa,287
5873,195,GPRa,166
5874,195,GPRa,87
5875,195,GPRa,144
